sweep,noise_model,delta_per_mode,relative_l2_noise,method,mean_relative_l2,aggregate_relative_l2,median_relative_l2,std_relative_l2,stderr_relative_l2,n_samples
extended_grid,critical,1e-08,2.8690800377968883e-08,oracle_spectral_bound,5.170727696061496e-05,3.957625387833318e-05,4.939383685422372e-05,1.4981654560408579e-05,6.699999602498661e-07,500
white_noise,white_energy,0.1,0.10000000000000002,scnet,0.09122651184849513,0.0667336134125978,0.08544732698877908,0.040438069890708056,0.001808445463090214,500
white_noise,white_energy,0.1,0.10000000000000002,oracle_tikhonov,0.10885096171175376,0.082142336843196,0.1011142951795894,0.04227698376429733,0.0018906841916124756,500
white_noise,white_energy,0.1,0.10000000000000002,oracle_tsvd,0.08578452332585741,0.061582925409515134,0.07929062884554307,0.039221826998467844,0.0017540534274062126,500
white_noise,white_energy,0.1,0.10000000000000002,tikhonov_discrepancy,0.14290370538462555,0.10465309043893589,0.13118215153203228,0.06053048802578663,0.0027070057187379187,500
white_noise,white_energy,0.1,0.10000000000000002,prior_wiener,0.09067371312780165,0.06651880565692263,0.08296970111723123,0.03983199142541938,0.0017813408101285293,500
white_noise,white_energy,0.1,0.10000000000000002,oracle_spectral_bound,0.05377232021684571,0.041505718452621104,0.04698580530537308,0.029500323727242365,0.0013192945842472779,500
white_noise,white_energy,0.05,0.05000000000000001,scnet,0.06771329477472175,0.048809054911804255,0.06205651244590929,0.03031981889003273,0.0013559435220719081,500
white_noise,white_energy,0.05,0.05000000000000001,oracle_tikhonov,0.08165177352701662,0.06049411937059658,0.07500016942947506,0.03217658973028005,0.0014389808384205561,500
white_noise,white_energy,0.05,0.05000000000000001,oracle_tsvd,0.064670239962704,0.04616269211013644,0.060040745323038026,0.028188494563079314,0.0012606278005285714,500
white_noise,white_energy,0.05,0.05000000000000001,tikhonov_discrepancy,0.09994995694822761,0.07165387704786065,0.09059287413791922,0.043886411264907575,0.001962659977536917,500
white_noise,white_energy,0.05,0.05000000000000001,prior_wiener,0.06711582420430161,0.04839455021446823,0.062164397356272466,0.029575679779643954,0.0013226646093609975,500
white_noise,white_energy,0.05,0.05000000000000001,oracle_spectral_bound,0.040644891600020404,0.03078950335889511,0.03587649031718888,0.021148340629663056,0.000945782545184946,500
white_noise,white_energy,0.01,0.010000000000000002,scnet,0.03456212509849331,0.02475068420112862,0.03268066986017123,0.01423461561463354,0.0006365913629580108,500
white_noise,white_energy,0.01,0.010000000000000002,oracle_tikhonov,0.04180295227672205,0.030149696802892485,0.039149517734415405,0.016394654457103402,0.0007331912366740623,500
white_noise,white_energy,0.01,0.010000000000000002,oracle_tsvd,0.03398908036553721,0.024261872502007956,0.03151648541755528,0.014220218328528031,0.0006359474967495422,500
white_noise,white_energy,0.01,0.010000000000000002,tikhonov_discrepancy,0.0454086801444583,0.03205472759361895,0.04187228573614609,0.019316517528969682,0.0008638609256668494,500
white_noise,white_energy,0.01,0.010000000000000002,prior_wiener,0.03415946010615538,0.024436086621303043,0.03188605514358673,0.014168540444734723,0.0006336363915276388,500
white_noise,white_energy,0.01,0.010000000000000002,oracle_spectral_bound,0.021282413523734157,0.015789854933484632,0.019229313583061937,0.010458195764789643,0.00046770473304140085,500
white_noise,white_energy,0.005,0.005000000000000001,scnet,0.025943449467761958,0.01865089011624225,0.02433388473973177,0.010356192076753189,0.000463142989433297,500
white_noise,white_energy,0.005,0.005000000000000001,oracle_tikhonov,0.03127575661443968,0.022430479439548907,0.029293437752240387,0.012137673932429194,0.0005428132800327773,500
white_noise,white_energy,0.005,0.005000000000000001,oracle_tsvd,0.025793214445349905,0.018397807511886077,0.023945814850151452,0.010437956667346477,0.0004667996130876776,500
white_noise,white_energy,0.005,0.005000000000000001,tikhonov_discrepancy,0.03289054514065033,0.023296836897141553,0.030541373708304415,0.013427678171170064,0.0006005040234145264,500
white_noise,white_energy,0.005,0.005000000000000001,prior_wiener,0.025555517209688686,0.018329907165773495,0.023853630599969363,0.01029103828277411,0.00046022922318671226,500
white_noise,white_energy,0.005,0.005000000000000001,oracle_spectral_bound,0.0159485359218931,0.011616307748109253,0.014543450486176265,0.007402787504783916,0.0003310627216736577,500
white_noise,white_energy,0.001,0.001,scnet,0.01312737440058227,0.009385787105939642,0.012111247325393305,0.005176663563613972,0.00023150743249774296,500
white_noise,white_energy,0.001,0.001,oracle_tikhonov,0.015826888990800928,0.011321375866276894,0.015050173559328212,0.005932485536072571,0.000265308818683851,500
white_noise,white_energy,0.001,0.001,oracle_tsvd,0.013170145066814583,0.009432832032082112,0.012228174807064514,0.005146485369633392,0.0002301578226341679,500
white_noise,white_energy,0.001,0.001,tikhonov_discrepancy,0.01607860911734719,0.011552224463738676,0.015211484109571693,0.006035176632625972,0.00026990130413539896,500
white_noise,white_energy,0.001,0.001,prior_wiener,0.012767169225717469,0.009191764631425514,0.011920638092991691,0.004854578374132409,0.00021710334493320945,500
white_noise,white_energy,0.001,0.001,oracle_spectral_bound,0.007927416775583222,0.005746732203042938,0.007302734385357047,0.003355006004071987,0.00015004042980049797,500
